,qid,Q,A,Gold_A
900,b488b5a59f379ce0aa4a455be6b4efb4,Which film was released first The Odd Life of Timothy Green or  James and the Giant Peach ?,      	The Odd Life of Timothy Green.,['James and the Giant Peach']
901,ddf00d0d866a9b386550ccf601d45df3,is point guard and shooting guard the same thing,      	Yes.,['no']
902,c0c1565e1c7198f5600c3fd679d5b788,who brings the ball up the court in basketball,      	Michael Jordan.,['point guard']
903,65cbb957ef58f5c7893023e665e12939,was catherine tramell the killer in basic instinct,      	No.,['yes']
904,6e64f651d0311f325b508795a3999c1b,"Ta Ra Rum Pum is a 2007 Indian Hindi sports-drama film that stars Saif Ali Khan and Rani Mukerji, a small amount of the plot can be compared loosely with that of which 1990 American sports action drama film released by Paramount Pictures, produced by Don Simpson and Jerry Bruckheimer and directed by Tony Scott?",      	The Karate Kid.,['Days of Thunder']
905,c09f07d1199c9a864f7d8377a7ba2d44,is dar es salaam the capital of tanzania,      	Yes.,['no']
906,33c7b5659ab88e6894753e5a3e3131e8,where did the tv show hill street blues take place,"      	San Francisco, California.",['an unnamed large city']
907,2f70af90ac92b38abf8bb117680fbc90,"What actor who is famous for his role in the series Taxi, played Arnold Schwarzenegger's tiwn in the movie Twins?",      	Judd Nelson,['Danny DeVito']
908,d5f3c03e1bf19fcc08a5c5b3f492efc5,who is the owner of urdu 1 channel,      ٹی ٹی ٹی ٹی ٹی ٹی ٹی ٹی ٹی ٹی?,['Media Alliance']
909,328c55002d9ee21831cb4f1b1e5c7f4b,when was the best little whorehouse in texas made,      	1974.,['1982']
910,777c6b3d7a6b1e629a8351a224ed0950,"The Protestant Action Group or Loyalist Action Group was a secret loyalist vigilante group active in County Cork during the Irish War of Independence, the group helped British forces by gathering intelligence on the Irish Republican Army (IRA), is any of several armed movements in Ireland in the 20th and 21st centuries dedicated to Irish republicanism, the belief that all of which country, should be an independent republic?",      ireland.,['Ireland']
911,5f2f7caa2d2eb1f7afddcdbe8e0baa11,"What is the name of the sport in which the purpose is to accumulate the highest score for a ""game"", consists of eight or ten ends, and whose Swedish team consisted of Major Delaval Graham L'Eastrange Astley?",      umpiring.,['Curling']
912,dbc92ab900d50f3a39398c1355fc91a8,does your next of kin have to be over 18,      	Yes.,['no']
913,267869a4adec110792e775d50d98cfa2,what is the meaning of nilesh in hindi,      urs.,"['the Blue God', 'Blue Head']"
914,5c83b79c0e9d31d3c87e21adf8aa07a8,name of the youngest king in the bible,      ivan the terrible.,['Josiah']
915,9506718a72b420d3bb9ebf39348287c0,"The Dewarist is a musical television series whose first season featured the rock band Parikrama, whose name means ""orbital revolutions"" in what language?",      ਪੰਜਾਬੀ.,['Sanskrit']
916,b4aa4ae3bcaab86c741773f7ad33ad55,will there be a adventures of tintin 2,      	No.,['yes']
917,00473cfa27f8b4ff50e25ba1d4cbd6f9,scott pilgrim vs the world what is it about,      	Scott Pilgrim vs. the World is a 2010 American romantic comedy film directed by Edgar Wright and written by Wright and Michael Bacall.,"['Scott Pilgrim, a slacker musician who must battle the seven evil exes of his newest girlfriend Ramona']"
918,a5fd6297c5516f0cc23327d89b4e2d7a,where does boromir die in lord of the rings,      Gollum.,['near Parth Galen']
919,06e413f28b4d307dd4615f7f8249fdae,What is the name of the Maine town that is home to the Lincolnville Center Meeting House and the mainland terminal for state ferry service to Islesboro?,      	Lincolnville.,"['Lincolnville Center, Maine']"
920,e43b00d3fe311c096273669ee51735bf,What year was the coaster located between the former 1990 Hard Rock Cafe building and dark ride attraction that features animatronics manufactured by Sally Corporation built in?,     ........................................................................................................................,['1999']
921,c8279cf17396ddb4c833e83e69f2011e,what is islands of adventure in orlando florida,      ireland.,['a theme park']
922,b7ef08d72ad4f1bc8482db9ce503b758,who was killed in lynyrd skynyrd plane crash,      	Ronnie Van Zant.,"['Steve Gaines', 'Ronnie Van Zant', 'William Gray', 'Walter McCreary', 'Dean Kilpatrick', 'Cassie Gaines']"
923,a7cb308e472dea67bd2d47810119f3c6,is tim mcgraw in the movie country strong,      	No.,['yes']
924,09e4fb61a0629400fd8f9564ac8864f2,who sings the country song down on my knees,      	Niall Horan.,['Trisha Yearwood']
925,9b5c5c985ef672fcac65cbe6a573a249,What type of novel did Sheridan Le Fanu like to make?,      	Horror,['Gothic']
926,24a0e0437d2df703b4f5fc2daa8981f8,"Madonna and William Friedkin, are of which nationality?",      	United States.,['American']
927,6c83b34ac56f0db06b3fded9391ff4db,who won the academy award for best actress in 2018,      	Frances McDormand.,['Frances McDormand']
928,10593ca615d39f7e24ae8a461914d612,who sings the cw dare to defy song,     ....................................................................................................................................................................................................................................................................................................................................................,['Of Monsters and Men']
929,e53c8b463aa0deffcf6437b6eb9b5687,"What role did this Australian singer-songwriter, model and actress who collaborated with Martin Brannigan play in the soap opera ""Neighbours?""",      	Kylie Minogue.,['Beth Brennan']
930,1b2599fa9fc97e0d29e1d6a4cd60cd30,what movie was the song material girl in,      	Madonna - Material Girl.,"['Moulin Rouge!', 'Bridget Jones: The Edge of Reason']"
931,1c2794793d9e7b8e78da1a030c463caa,what team was case keenum on before the vikings,      ers.,['St. Louis Rams']
932,db8e15f7c0cdf44356300f87640f3153,who is the getting married in veere di wedding,     ..............................................................................................................................................................................................................................................................................,['Kalindi and Rishabh']
933,db8a61bb1cd3f86acdaa4c3aca13d1c4,What football player was a member of the Bulgarian national team competing in the 1994 FIFA World Cup and related to Antoniy Balakov?,      Ștefan Kovács,['Krasimir Balakov']
934,ad470cc5837641ddfce09fe26e67eeb0,was the man in the iron mask filmed at versailles,      	Yes.,['no']
935,f8cd7c1ca82f03360a4e3467a8d858f2,who won big brother battle back season 18,     ....................................................................................................................................................................................................................................................................................................................................................,['Victor']
936,a0a747959c9c41d85aab90f355909d1c, George Alfred Maran attended Harvard University where he and his voice came to the attention of a prolific German composer whose most popular work was written in what year?,     ......................................................................................................................................................,['1943']
937,c25735d94ecb323a3d0701f18b30e8c6,"The 1988 American comedy film, The Great Outdoors, starred a four-time Academy Award nominee, who received a star on the Hollywood Walk of Fame in what year?",      	1988.,['2006']
938,869e84469dc62feeafaf67ac4801b183,who owns the hollywood walk of fame stars,      	Hollywood Chamber of Commerce.,['public']
939,d2ffa018761360de0bda9f95ac851a5f,"The 1999–2000 NBA season was the Bucks' 32nd season in the National Basketball Association, Ray Allen and who, were both selected for the 2000 NBA All-Star Game?",      	Ray Allen and Allen Iverson.,['Glenn Robinson']
940,b0b4a7118c1b596f1757e76a33fa67f0,in mississippi can you drink with your parents,      	Yes.,['yes']
941,3c47cba1d1790f64ff9eef70a19668ed,John Marshall was the fourth Chief Justice of the Supreme Court of the United States and served as Secretary of State under what American patriot who served as the second President of the United States?,      	James Madison.,['John Adams']
942,cb9dcb9e2d4bd3c510832f2cb09a49f4,who plays alex cahill on walker texas ranger,      	Chuck Norris.,['Sheree Julienne Wilson']
943,9b17c72e6c59db83dcaeeba6be8417e2,"In Quantum of Solace, Bond seeks revenge for the death of his lover who was first featured in which 1953 Ian Fleming novel?",      	On Her Majesty's Secret Service.,['Casino Royale']
944,6261fd4db8c28467508fc8601498a479,who wrote saare jahan se achchca hindustan hamara,      ॐ ॐ ॐ ॐ ॐ ॐ ॐ ॐ ॐ ॐ ॐ ॐ ॐ.,['poet Muhammad Iqbal']
945,865cbc901a93b694e433706c49552fbe,"Who was the director of the 2003 Christmas-themed romantic comedy film in which Reg Presley's ""Love Is All Around"" was featured?",      	Richard Curtis.,['Richard Curtis']
946,aaac082fca1db69326ce5307df6138bf,"Samuel C. Morrison, Jr interviewed which Running back born in 1985 ?",     ..................................................................................................................................................................................................................,['Adrian Peterson']
947,60d9ac1eabf7c28798813e1895cf7c2b,"Who is still alive, Bertolt Brecht and John Banville?",      	John Banville.,['John Banville']
948,c1ebcd4c4935a3a8d9c7a37fe52c3805,What is the current name of the club that Agustin Lionel Allione plays for?,      	Club Atlético Lanús.,['Esporte Clube Bahia']
949,67e072c2236140c8d9bd5c99bf26ad37,What year did the editor of US Tatler take American citizenship,     ..........................................................................................................................................................................,['2005']
950,d92d9b14cdac026c118697b76d66b9b0,"What is the publishing date of this novel by Ruth Plumly Thompson, originally written in 1959, and featuring Jinnicky the Red Jinn as a principal pre-existing character?",      	1959,['1972']
951,a6ba17021fd07794c6528fcd13f93748,"High School USA!, is an American animated series, produced by Friends Night and Animation Domination High-Def Studios, the series was created and written by Dino Stamatopoulos, creator of which American adult stop-motion animated television show, which originally aired on Adult Swim, from December 13, 2005 to December 18, 2008?",      	The Venture Bros.,['Moral Orel']
952,4727578ccc19c70191d19709e639eced,what kind of animal is eileen from regular show,      ursine,['mole']
953,dc6ccec08390b1b4fae09caf115c4eae,"Where was the album of the American band Death Grips, that later peaked at number 130 on the ""Billboard"" 200 chart leaked on April 14, 2012?",      	No Love Deep Web.,['YouTube']
954,9afe7dce8d33cf316b9d1a6f101b75d9,is the late late show with craig ferguson still on,      	Yes.,['no']
955,dd91f9dd8fd7b8e59f00f88cf1782fb3,"Geoff Peterson is an animatronic human skeleton that served as the sidekick on the late-night talk show ""The Late Late Show with Craig Ferguson"", often referred to as a ""robot skeleton"", Peterson is a radio-controlled robot puppet, are animatronics refers to the use of robotic devices to emulate a human or an animal, or bring lifelike characteristics to an otherwise inanimate object, was designed and built by who, of ""MythBusters""?",      	Adam Savage and Jamie Hyneman.,['Grant Imahara']
956,d02206ec997ac10e3f7284293e993b43,are granny smith and green apples the same,      	Yes.,['yes']
957,1bc70a5826d919a39baa363fc584e25a,when did the soviet union developed its first atomic bomb,      	1945.,['1949']
958,53a8f07fdae58e0755122f2fe94c266b,when does king david first appear in the bible,      	1 Samuel 16:1-13.,['The first book of Samuel']
959,f1e78e93212d6cf1a8bf1e5daa1c558c,who is considered the father of the us navy,      	John Paul Jones.,"['John Barry', 'John Adams', 'John Paul Jones']"
960,3bc404c4b8c89da28c5db3fb55821b3c,"Thomas James was an English librarian, and the first librarian of the main research library of the University of Oxford, which has how many items?","      	2,000,000.",['over 12 million']
961,693b1436047ae16e17a096ef2f0e5418,is money from jersey legal tender in uk,      	No.,['no']
962,38c1941d018f20d7ea7f126c4693a86b,The Bronx Zoo is a memoir of Lyle's tenure with which American professional baseball team based in the New York City borough of the Bronx?,       New York Yankees.,['New York Yankees']
963,5a125213c241c1b5d73b586f83e185c8,major league baseball teams with the most world series wins,      	New York Yankees  	Boston Red Sox 	Chicago Cubs 	Cincinnati Reds 	Cleveland Indians 	Detroit Tigers 	Houston Astros 	Kansas City Royals 	Los Angeles Dodgers 	Milwaukee Brewers 	Minnesota Twins 	New York Mets 	Philadelphia Phillies 	Pittsburgh Pirates 	San,['New York Yankees']
964,7491cf53493500d8792c374a1769c6fa,"The actress that played Shannon Reed on the soap opera ""Home and Away"" also appeared in a 2008 romantic comedy directed by Adam Brooks that is set in what city?","      	Sydney, Australia.",['New York City']
965,16ab97b5302264a5fa3ceb17427334da,will there be a season 4 of my mad fat diary,      	No.,['no']
966,c7d053145a537576d3fd3670fb94a2ac,What club did the Brownlow Medal winning coach on Collingwood Football Club play for?,      	Collingwood.,['St Kilda Football Club']
967,686431dbd950693cd0aa0b9d01f4c074,"What is the birth date of this American professional basketball player, who entered the league out of high school and was a recruit to the 2004-05 Duke Blue Devil men's basketball team?",     ..............................................................................................................................................................................................................................................................................,"['September 11, 1985']"
968,53ed09719848a1f8bfc824c0018a8af4,"What 1974 television special was a prequel to a 1978 television animated special, in which the 1978 special used the vocal talents of one of the members of ""The Blues Brothers""",      	That '70s Show.,['The Gift of Winter']
969,a96cf6b18166f287cb54c76d61ab5523,name of the horse in steptoe and son,     ..............................................................................................................................................................................................................................................................................,['Hercules']
970,2ad8c90e1ff490f1d20592c77ed02242,Svetozar Ristovski made a film about John Wayne Gacy Jr in 2010. What was the name of his first film in 2000?,"      	John Wayne Gacy, Jr.",['Hunter']
971,682012da518b815dec421447c12ad423,"Sendapperuma Archchige Rasanjali Chandima de Alwis, is a Sri Lankan cricketer who played one women's test match and 22 women's one-day internationals including the 1997 Women's Cricket World Cup in India and the 2000 Women's Cricket World Cup in New Zealand, one of only three married couples along with the Australians Mitchell Starc, and Alyssa Starc, a cricketer who plays for New South Wales and the Australian women's team, born in which year?",     ..............................................................................................................................................................................................................................................................................,['24 March 1990']
972,9f5a8ffcbdb68b8c47c7b65d7d1e157b,what nba team is closest to south carolina,      	Charlotte Hornets.,['Charlotte Hornets']
973,19b3d887b625da35f83d622811093377,when did the metric system start in canada,      	The metric system was introduced in Canada in 1868.,['1970']
974,05e8913edcff4f14271093a6947722d6,what does the white colour in the nigeria flag stand for,      	The white colour stands for peace.,['peace']
975,ceb2b6a63d5f3b5eb8075979a55e7471,did catherine zeta jones won an oscar for chicago,      	No.,['yes']
976,75a846fa62b595541a6d31786d531f62,who sang the theme song beauty and the beast,      「Beauty and the Beast」.,['Angela Lansbury']
977,fdbe76e448b7510189f467d457b3bb02,In what city is the university that had Plato Andros's brother Dee Andros as the head football coach and athletic director?,"      	Pittsburgh, Pennsylvania.","['Corvallis, Oregon']"
978,e1dd7c3c53f2452fdf6fbd4aaf6bb010,was the revolutionary war before the declaration of independence,      	No.,['yes']
979,2a8e546a46924ad5ebb6fdb3ae9653c0,which group is responsible for adopting the declaration of independence,      	The Continental Congress.,['Second Continental Congress']
980,271ce34ee261f0f824eb3b90878a4c0b,who owns the movie rights to harry potter,      	Warner Bros.,['Warner Bros.']
981,97a39418b43338fe3ba4da2abe1013ee,What stereotypes provide the personas for Frito Bandito and Speedy Gonzales?,   ,['Mexican']
982,ae57e765ee9b83885bd7d73b01986098,What actress that played the title role in Hamlet narrated a documentary about the chronic shortage of social housing in Britain?,      	Helen Mirren,['Maxine Peake']
983,a746ccd65001eca7a03a86124e8a9d1c,who sang i want to be like you from the jungle book,      ursula york.,['Louis Prima']
984,4d4014f445fc691203c00593c39dabd3,"Richard George Van Gelder, was a prominent mammalogist who served as the Curator of Mammalogy for which organization, located on the Upper West Side of Manhattan, New York City, is one of the largest museums in the world, abbreviated as AMNH?",      	American Museum of Natural History.,['American Museum of Natural History']
985,ae145132e674366813d92c004211f12d,Who owned the electrified railway line which Newark Liberty International Airport Station (also known as Newark International Airport Station) is a railroad station on ,      	New Jersey Transit.,['Amtrak']
986,853b99f86474d40355361ead10bb930e,who is the surviving member of emerson lake and palmer,      ivan boesky.,['Palmer']
987,7b79fd26a544ca31b0d8f3aed3cffdbb,"What town in the Upper Hunter Shire in the Hunter Region of New South Wales, is also located in Barrington Tops National Park?",     ........................................................................................................................................................................................................................,['Scone']
988,912d596a7e19532ea58c731c2d7a7831,who was the guy who ate hamburgers on popeye,      ivan moody.,['Wimpy']
989,e77cd4923705b36bb8439417be327ca8,"Which nationality is the UFC fighter who defeated Josh Haynes in ""The Ultimate Fighter""?",      	American,['English']
990,2c4de6b1d46559750339b1cf19f269bc, Hwange National Park lies in the west on the main road between Bulawayo and the a waterfall on the Zambezi Riber which as been described by CNN as one of the what?,      	Wonders of the World.,['Seven Natural Wonders of the world']
991,d9f0b767936c68b568c9c84c33772604,"Cheluva is a remake of the film Hello Brother, which is based on what 1992 Hong Kong action comedy film directed by Ringo Lam and Tsui Hark?",      龍虎藏龍 龍虎藏龍 龍虎藏龍 龍虎藏龍 龍虎藏龍 龍虎藏龍 龍虎藏,['Twin Dragons']
992,b36ac8c6090c53af8bc98bc52ecd49e8,"The Legends of the Summer Stadium Tour was a co-headlining concert tour by American singer-songwriter Justin Timberlake and American rapper Jay Z, the tour supported  Jay Z's twelfth studio album, it was released for retail sale on which date, by Roc-A-Fella, Def Jam and Roc Nation?","      	September 11, 2013 	.","['July 8, 2013']"
993,2e9a18840da76509f00fe2d9eb52c180,What is the nationality of the principal conductor for the 2004 German documentary film Rhythm Is It!?,      	German.,['English']
994,92634ad0d40c745cbf16ec20b55d3022,"On February 25, 2017 he lost to Jarrett Hurd for the International Boxing Federation light middleweight world title, the  fight was originally supposed to be a title eliminator for the right to fight Jermall Charlo, an American professional boxer who held the IBF light middleweight title from which year, to 2017?",      	2016.,['2015']
995,6c4a3043709186b8081a35cd34a2ec50,how many african-american head coaches in the nfl,     ..........................................................................................................................................................................................................................................................................................................................................................................................,['5']
996,ccc4fee00138a6e1ed71457458a630d8,"The actor that played John Kelly on ""NYPD Blue"" also stars with Nicholas Cage in a 1995 crime thriller film directed by who?",      ivan Reitman,['Barbet Schroeder']
997,4b7d25d0c7059cc189e2d744be36b3f3,"Edward Carfagno, was an art director who established himself in the 1950s with his Oscar-winning work on such films as which 1953 epic Metro-Goldwyn-Mayer film adaptation of the play by Shakespeare, directed by Joseph L. Mankiewicz, who also wrote the uncredited screenplay, and produced by John Houseman?",      romeo and juliet.,['Julius Caesar']
998,4a51e6fcbcbd40b70fbbb41aeb48900f,how many townships are in the state of ohio,     ....................................................................................................................................................................................................................................................................................................................................................,"['1,309']"
999,5091d3e6718120cea20abafd666b9d96,"Songs Cycled is the seventh studio album, released on Bella Union in what year, by Van Dyke Parks, an American composer, arranger, record producer, multi-instrumentalist, singer, songwriter, and actor?",     ....................,['2013']
1000,aae7ecd0bbebfec4924a2357aabc48fe,who plays red queen alice in wonderland 2010,      ursula.,['Bonham Carter']
1001,a3256eb3d5cf7992dfa86cb59e0ac3b4,did england play the 2014 fifa world cup,      	Yes.,['yes']
1002,fa36fe3ead3753ed1c1e0b49ce6b2a87,where was sycorax banished from before she came to the island,      ireland.,['Algiers']
1003,88c7edebcc8bc095fb48f2f543ee1dfc,Jesse Shatkin worked on which 2014 Sia track?,      	Chandelier.,['Chandelier']
1004,85d2a1f046a3fb381792a7d4dc114be8,Dean Hood is the former head football coach at a university that is a regional comprehensive institution located in what city in Kentucky?,      	Lexington.,['Richmond']
1005,85dcc5fae363f35acb86a9891148929c,"Both the movie Pippi on the Run and the character Pippi Longstocking , are based on books by what author?",      	Astrid Lindgren.,['Astrid Lindgren']
1006,5eb2f52126cee36c71138541cabc500c,"The artist best known for her 1975 song ""Poetry Man"" contributed to the 2nd solo album mby which former member ofParliament-Funkadelic? ",      	Bootsy Collins.,['Bernie Worrell']
1007,d6c4713ca0ddad7d9c5ad8a748ff4ce6,Who did the New York Giants lose to in the NFC wild card game in the 83rd regular season of the National Football League?,      	Los Angeles Rams.,['San Francisco']
1008,153dfceffb746d89e6674d3cec9240d3,what's the name of the prison in san francisco,      	Folsom Prison.,['Alcatraz']
1009,811f1f4190d4bdde6f69b27a4893a53f,who sang i was made for loving you,      	The Beatles.,['Kiss']
1010,81cbaffc075ffd7f39c40ce4e6588173,which large australian bird lays big green eggs,      	Kakapo.,['emu']
1011,8a1603de77ec61ade9f3890f5b543790,where was tyler perry's good deeds filmed,      ireland.,['Principal photography took place in Atlanta']
1012,2b745ff8aa00b90b06ff008120c82b5b,when did labour come to power in the 90,      	1990.,['1997']
1013,af443ed85112e5a3656ce75dd9f376ac,during the 2011 Major League Baseball draft the Pittsburgh Pirates selected what pitcher that attended the University of California?,       A.J. Burnett.,['Gerrit Cole']
1014,4d9b077d0e0af02350106ef738c5ea8e,why did snape call himself the half blood prince,       Snape is a half blood prince because he is half human and half voldemort.,['being the half-blood son of Muggle Tobias Snape and pure-blood Eileen Prince']
1015,16db0b1e30934e4c5a7acb33d0274b5e,writer of the textbook fantastic beasts and where to find them,      	Newt Scamander.,['Newt Scamander']
1016,20c9ac7454aebe7f3b29b3aad7a0063b,"What show that featured the actors who acted in ""Sonny with a Chance"", besides Demi Lovato did Zack Martin (played by Dylan Sprouse) have a cross-over episode with? ",      	The Suite Life of Zack and Cody.,['So Random!']
1017,7a2be27f89df73aeb59083c75e9737a4,"The Sears–Ferris House, in Carson City, Nevada, is a historic house built in which year, it was owned from 1868 to 1890 by George Washington Gale Ferris Sr., father of George Washington Gale Ferris Jr., he was an American engineer?",      	1868.,['1863']
1018,48b4acd888a473702f67eb6e1d534e75,"The actor, who plays Balrog in ""Street Fighter: The Legend of Chun-Li"" is best known for his breakout role in which movie?",      龙虎 龙虎 龙虎.,['The Green Mile']
1019,9c7b7416bff804dd850bfd1c14f974c1,who killed fergus in once upon a time,      ursula.,['Arthur']
1020,3f39dfa89e51f36db14301b36967b1c5,when does antony die in antony and cleopatra,      rome.,['Act IV']
1021,4d3333849c137038a60d580c031d5c3e,where is port au prince located in haiti,      	Port au Prince is the capital and largest city of Haiti.,['on the Gulf of Gonâve']
1022,54d4ccce4b3ac1c7d7fc180c4dbaf1b7,What mountain range is Area 51 located in?,      	Mojave Desert.,['Groom Range']
1023,a0777be7da4a0f45746315741f78acfe,who do you play as in metal gear solid v the phantom pain,      ivan ivan ivan ivan ivan ivan.,"['Punished ""Venom"" Snake']"
1024,078902868169260b5751e9fc2aea401a,who does tom marry in parks and rec,     ..........................................................................................................................................................................................................................................................................................................................................,['Lucy']
1025,089353067f869e7cb20f8e2da38d0d93,The first Capcom Pro Tour was co-sponsored by a live streaming video platform owned by a subsidary of who?,      	Tencent Holdings Ltd.,['Amazon.com']
1026,11afbd722d8464c5668de2087988f0d4,"Which single by The Doors was a number one hit on the ""Billboards"" Hot 100 chart and was released in the same year as ""The Crystal Ship""?","      	""Light My Fire""",['Light My Fire']
1027,448b3096748b7c1e9e564ee2b2387cae,"Beneath the Dark is an American mystery-thriller film, released in which year, directed by Chad Feehan, and starring Chris Browning is an American television and film actor, known for character roles, specializing in more tough and rugged types?",      	Chris Browning.,['2010']
1028,56f93603f05aefbbea86638e5d9f3982,is truth or dare movie based on a true story,      	No.,['no']
1029,b87094ab3f0e71cff8ab3d92bd775fe7,when does the truth or dare movie come out,      	Truth or Dare is a 2018 American horror film directed by Jeff Wadlow.,"['April 13, 2018']"
1030,eeb0a95cb2b629bc3bac73ac47c15823,is university of oxford the same as oxford university,      	Yes.,['yes']
1031,2e6cb7ea3c45b4f94eea9c48db40eacd,"What album with a free digital down load of ""Flash Delirium"" given away on the bands official website,  marks a departure from the synthpop style that first brought the band acclaim on their debut studio album ""Oracular Spectacular""?",      	Supernova.,['Congratulations']
1032,4a0f5cfcf549ffe3a7c6d6dcbddcaa5e,what did the european export from the caribbean,"         Question: Which Player(s), in One Day Internationals of Wanderers Stadium, is holding a trophy that has a golden sphere inside of it? Answer","['sugar', 'rum', 'molasses']"
1033,6f3dcd421b0af9e382708e2eb666eb29,"This American comedy film starred Steve Martin, Diane Keaton and a Canadian-American actor who won what award in 1999?",      	Golden Globe Award for Best Actor – Motion Picture Musical or Comedy.,['Tony Award']
1034,c6917056eeaff7898a3877846155f7ec,"The electronic game of memory skill, Simon, was launched in 1978 at what former nightclub that is currently a Broadway theatre?",      	Studio 54.,['Studio 54']
1035,5463c2a5fd799f674806d39adf70906e,who has played fiyero in wicked on broadway,      ivan reed.,['Norbert Leo Butz']
1036,f6a3e260db57d05b44da5af469297ac1,is back to the future at universal studios,      	Yes.,['no']
1037,d640a942bf18b9481ad4f999db73b16d,who played the bear jew in inglourious basterds,      ursula andress.,['Eli Raphael Roth']
1038,461c37ce7f60d40faacdbf66565cac73,sofia the first why is she a princess,      ivan is her father.,"['her mother, Miranda, marries King Roland II of Enchantia']"
1039,bb85d72346b103fd3a41cf43fc9c4d2e,"The Astoria Stakes is a race for two-year-old Thoroughbred fillies that is run at what facility that first opened on May 4, 1905?",       Saratoga Race Course.,['Belmont Park']
1040,30b210f40a1a8ef43170149dff7a18bc,is a pinky a finger yes or no,      	No.,['yes']
1041,30cf5a2900f138e72a6f04a425aa3702,The Purcell Operatic Society was a company devoted to the works of which composer of Baroque-style music?,      	Henry Purcell.,['Henry Purcell']
1042,c45ae846b7a1c581ec05864cf67e7275,what are the 7 deadly sins in bible,"      Lust, Gluttony, Greed, Sloth, Wrath, Envy and Pride.","['pride', 'lust', 'wrath', 'sloth', 'gluttony', 'envy', 'greed']"
1043,3618144faef469bd290b10a403148fa2,What is the role played by Mikel Arteta and Brian Kidd in Manchester City?,      	Mikel Arteta is a player and Brian Kidd is a coach.,['co-assistant coach']
1044,026b58ae5765cc6de00a596db53a0482,all time top scorer for france national team,"      elysee stadium, paris, france.",['Thierry Henry']
1045,0aae4a639f04fb692bc7d482c8e5206c,when did mine that bird win the kentucky derby,       2016.,['2009']
1046,e47eeb954fb5decbacaafa757495984e," ""There's a Great Big Beautiful Tomorrow"" is the theme song to two Disney attractions, Innoventions at Disneyland and Walt Disney's Carousel of Progress created for what?",      	Walt Disney World.,"[""1964 New York World's Fair""]"
1047,eb75354067cf865f03c246019c55b59d,when did indiana jones ride open at disneyland,     .......................................................................................................................................................................................................................................................................................................................................................................................,"['March 4, 1995']"
1048,e77018169f518cbde0961c569e486711,"Biteback Publishing is a British publisher concentrating on political titles, he has published several of Michael Ashcroft's books including ""Call Me Dave"", his controversial 2015 biography of David Cameron, David William Donald Cameron (born 9 October 1966) is a British politician who was Prime Minister of the United Kingdom from 2010 to 2016, and Leader of the Conservative Party from 2005 to which year?",      	2016.,['2016']
1049,d256908294a66f8b3a7ba700e126d104,when is the new season of daredevil coming out,     ................................................................................................................................................................................................................................................,['2018']
1050,1d85b5732083b76f0d859734f034760a,what is the method of execution in china,      死刑.,"['shooting', 'lethal injection']"
1051,9f268e4e4343243140876f296524aacc,when is season 9 of charmed coming out,       Season 9 of Charmed is coming out in 2019.,['June 2010']
1052,4ad9062e57a7cadf80e9a6ff7eeca18c,What regional sports network is run by Ahmad D. Brooks' alma mater?,      	CBS Sports Network.,['The Longhorn Network']
1053,29804ba9c858bf1e7ec9202f220351c2,"Mary Elizabeth McGlynn, a voice actress and singer-songwriter, has contributed to what 2006 horror film which is adapted off of Konami's popular game series?",      	Silent Hill.,['Silent Hill']
1054,d50de8424b7f89e98d4cf57702cc1289,What is the title of the live album released by Capitol Records in 1977 that was followed by Live at the BBC as the first official release by the same band of previously unrecorded performances?,      	Live at the BBC.,['The Beatles at the Hollywood Bowl']
1055,035bb3dca296a0e5e02926980c9bf87c,The former leader of the National Patriotic Front of Liberia Tom Woewiyu worked with this former former President of Liberia who resigned in which year? ,      	Charles Taylor.,['2003']
1056,52d6b565ba3bfe4c426be941270e76a9,"Who won 1st place in the 200m dash at 2007 World Championships in Osaka, beating Rodney Martin?",      	Usain Bolt.,['Tyson Gay']
1057,aad65bfc4109a325b6fb1d42f847d6eb,do they still make king of the hill,      	Yes.,['no']
1058,34640e2e401944738016c813441a12b3,"In which state of America will you find the Berlin Historic District which encompasses the ghost town of Berlin established as part of the Union Mining District and Berlin–Ichthyosaur State Park, a recreation area and historic preserve that protects ichthyosaur fossils and the ghost town?",      	Montana,['Nevada']
1059,01ce71cf8a973375e6914581126078ac,"Jonah Anthony Bolden, is an Australian professional basketball player for Maccabi Tel Aviv, is a professional basketball club based in Tel Aviv, in which country?",      	Australia.,['Israel']
1060,dfc245ec435a87f37bdaee31203cc047, Live at Winterland '68 is an album by an American rock singer who died of a neroin overdoase at what age?,      	27.,['27']
1061,0964e81cc1919b2bfcecc9dc976d93ec,"What is the name of the Taylor Swift song which was number-one single on the ""Billboard"" Hot Country Songs chart and the album peaked at number five on the ""Bllboard 200"" ?","      	""Look What You Made Me Do""","[""Should've Said No""]"
1062,f9220c6041ae76646d42544071a77910,where does the president's helicopter land at the white house,      ivanhoe airport.,['The south lawn']
1063,d9a37a07151af46792d0321ef56e8b10,"What South Korean singer-songwriter, actor, writer, and fashion designer, was in the rock band F.T. Island that released their 5th album The Mood?",      ㅣ ㅣ ㅣ ㅣ.,['Lee Hong-gi']
1064,0dc85c08f212221bf524cfba76e4b251,Young Frankenstein included the actress and comedian who has won how many Primetime Emmy Awards over her 7-decade career?,      ivan Reitman.,['eight']
1065,551d3fb9a01ec45e095368187ea3ca88,who plays erica hahn on grey's anatomy,       Kate Walsh.,['Brooke Smith']
