,qid,Q,A,Gold_A,docs
969,a96cf6b18166f287cb54c76d61ab5523,name of the horse in steptoe and son, 	Hercules.,['Hercules'],['d3fcac484c2731fc689b5dd69d66d620']
970,2ad8c90e1ff490f1d20592c77ed02242,Svetozar Ristovski made a film about John Wayne Gacy Jr in 2010. What was the name of his first film in 2000?, 	Hunter.,['Hunter'],"['2d107e7edbcbc99fa4832fca43ae6c0e', '8fa054305f34659cca7c36f10000ce6a']"
971,682012da518b815dec421447c12ad423,"Sendapperuma Archchige Rasanjali Chandima de Alwis, is a Sri Lankan cricketer who played one women's test match and 22 women's one-day internationals including the 1997 Women's Cricket World Cup in India and the 2000 Women's Cricket World Cup in New Zealand, one of only three married couples along with the Australians Mitchell Starc, and Alyssa Starc, a cricketer who plays for New South Wales and the Australian women's team, born in which year?", 	1990.,['24 March 1990'],"['5140bbec0c3e30e2881d8f173985a176', '9660a4ceadad1d0814e7b231b7ec8211']"
972,9f5a8ffcbdb68b8c47c7b65d7d1e157b,what nba team is closest to south carolina, 	Charlotte Hornets.,['Charlotte Hornets'],['d75558f78210183dc9a576a2884a2b70']
973,19b3d887b625da35f83d622811093377,when did the metric system start in canada, 	1970.,['1970'],['427b4f8f2233064b21276174b5bc48b0']
974,05e8913edcff4f14271093a6947722d6,what does the white colour in the nigeria flag stand for, 	peace.,['peace'],['8e32c9af3fc2d4c8939f247134015faa']
975,ceb2b6a63d5f3b5eb8075979a55e7471,did catherine zeta jones won an oscar for chicago, 	Yes she did.,['yes'],['508bda54ca58c483f0f268e75ee2c7d8']
976,75a846fa62b595541a6d31786d531f62,who sang the theme song beauty and the beast, 	Celine Dion and Peabo Bryson.,['Angela Lansbury'],['ce3d349964ab6bc62bbc8e6fc05096c9']
977,fdbe76e448b7510189f467d457b3bb02,In what city is the university that had Plato Andros's brother Dee Andros as the head football coach and athletic director?," 	Corvallis, Oregon.","['Corvallis, Oregon']","['d4e11a169ea0fc45142b06c63a136b55', '1979eb0f8ae60c4a3870ea63015cae31']"
978,e1dd7c3c53f2452fdf6fbd4aaf6bb010,was the revolutionary war before the declaration of independence," 	Yes, it was.",['yes'],['c2538f8c3e4ef3246d1f9a0f4b5dc371']
979,2a8e546a46924ad5ebb6fdb3ae9653c0,which group is responsible for adopting the declaration of independence, 	The Second Continental Congress.,['Second Continental Congress'],['7aa2e2962c982a0e29c76044c623092b']
980,271ce34ee261f0f824eb3b90878a4c0b,who owns the movie rights to harry potter, 	Warner Bros.,['Warner Bros.'],['122497a42618f022fa4c61575abfdb4c']
981,97a39418b43338fe3ba4da2abe1013ee,What stereotypes provide the personas for Frito Bandito and Speedy Gonzales?, 	Mexican stereotypes.,['Mexican'],"['84933ca80c70a185c21d79d92b6e7e6d', '52fa298637bd596c3f5c70a2bde7b737']"
982,ae57e765ee9b83885bd7d73b01986098,What actress that played the title role in Hamlet narrated a documentary about the chronic shortage of social housing in Britain?, 	Maxine Peake.,['Maxine Peake'],"['0c4185b7b6cf550b8ebe80cb0f7f8ead', '67dd9802fd5c1442551e3fd727149bb8']"
983,a746ccd65001eca7a03a86124e8a9d1c,who sang i want to be like you from the jungle book, 	Louis Prima.,['Louis Prima'],['d74ea19f15d2b3cc381f31026e63498b']
984,4d4014f445fc691203c00593c39dabd3,"Richard George Van Gelder, was a prominent mammalogist who served as the Curator of Mammalogy for which organization, located on the Upper West Side of Manhattan, New York City, is one of the largest museums in the world, abbreviated as AMNH?", 	American Museum of Natural History.,['American Museum of Natural History'],"['332fe331d5ac55ca9034488f86d53361', '7b8b5680e2ad8f879ed308301186511d']"
985,ae145132e674366813d92c004211f12d,Who owned the electrified railway line which Newark Liberty International Airport Station (also known as Newark International Airport Station) is a railroad station on , 	Amtrak.,['Amtrak'],"['0b1d64fae463aa31403a486b07c114d5', '48ce555f3570c7e42caac8147d3e3be7']"
986,853b99f86474d40355361ead10bb930e,who is the surviving member of emerson lake and palmer, 	Cozy Powell.,['Palmer'],['fc71853c40edc676bc50a1121fb5fc5e']
987,7b79fd26a544ca31b0d8f3aed3cffdbb,"What town in the Upper Hunter Shire in the Hunter Region of New South Wales, is also located in Barrington Tops National Park?", 	Scone.,['Scone'],"['cb9da64fd45ab2379a28c74d49d09981', '6545fa06f63e76b52a69cd94867a7130']"
988,912d596a7e19532ea58c731c2d7a7831,who was the guy who ate hamburgers on popeye, 	Wimpy.,['Wimpy'],['a0fed4b0d9d2051411f2d8a06cef4a04']
989,e77cd4923705b36bb8439417be327ca8,"Which nationality is the UFC fighter who defeated Josh Haynes in ""The Ultimate Fighter""?", 	American.,['English'],"['d93489217b44c8aca2f41e234c670fbc', 'ec93fb73e522747aa3f3de5e59289247']"
990,2c4de6b1d46559750339b1cf19f269bc, Hwange National Park lies in the west on the main road between Bulawayo and the a waterfall on the Zambezi Riber which as been described by CNN as one of the what?, 	Seven Natural Wonders of the world.,['Seven Natural Wonders of the world'],"['8b6cd7515e891074e2428624ac5774ad', '9f31e17a7503bd484efefca197d1030e']"
991,d9f0b767936c68b568c9c84c33772604,"Cheluva is a remake of the film Hello Brother, which is based on what 1992 Hong Kong action comedy film directed by Ringo Lam and Tsui Hark?", 	Twin Dragons.,['Twin Dragons'],"['55d9f3891d14c4dbd4a1e0067cbbbdc2', 'b6ce186c0fd2b507080dae16d5b91dc1']"
992,b36ac8c6090c53af8bc98bc52ecd49e8,"The Legends of the Summer Stadium Tour was a co-headlining concert tour by American singer-songwriter Justin Timberlake and American rapper Jay Z, the tour supported  Jay Z's twelfth studio album, it was released for retail sale on which date, by Roc-A-Fella, Def Jam and Roc Nation?"," 	July 8, 2013.","['July 8, 2013']","['3ecbe95a4748d94a85e9f35d1cbb335e', 'fe9c82e264699501a2bc37c0a15b5793']"
993,2e9a18840da76509f00fe2d9eb52c180,What is the nationality of the principal conductor for the 2004 German documentary film Rhythm Is It!?, 	English.,['English'],"['afcc972d518cb19087fc7828e9b5d673', '225622d6ea3d950eac6da015764111a8']"
994,92634ad0d40c745cbf16ec20b55d3022,"On February 25, 2017 he lost to Jarrett Hurd for the International Boxing Federation light middleweight world title, the  fight was originally supposed to be a title eliminator for the right to fight Jermall Charlo, an American professional boxer who held the IBF light middleweight title from which year, to 2017?", 	2016.,['2015'],"['8df8291e89318cd468cc1c76050df347', '3479d2a5369e903a4ca3206d5c994bad']"
995,6c4a3043709186b8081a35cd34a2ec50,how many african-american head coaches in the nfl, 	5.,['5'],['2c7507f3e4c7e7c0008e59462405a751']
996,ccc4fee00138a6e1ed71457458a630d8,"The actor that played John Kelly on ""NYPD Blue"" also stars with Nicholas Cage in a 1995 crime thriller film directed by who?", 	Barbet Schroeder.,['Barbet Schroeder'],"['3768f7b7128234bbd665a94f5d6dba5a', '2aaa81eb5eefc7265ee7d878adbc7e40']"
997,4b7d25d0c7059cc189e2d744be36b3f3,"Edward Carfagno, was an art director who established himself in the 1950s with his Oscar-winning work on such films as which 1953 epic Metro-Goldwyn-Mayer film adaptation of the play by Shakespeare, directed by Joseph L. Mankiewicz, who also wrote the uncredited screenplay, and produced by John Houseman?", 	Julius Caesar.,['Julius Caesar'],"['44bf27203d20c57612cad3861803bdcc', 'ac02c60652468ee1da23b31b734d02ad']"
998,4a51e6fcbcbd40b70fbbb41aeb48900f,how many townships are in the state of ohio, 	618.,"['1,309']",['3cb37758bf0134605255687456ebb6a0']
999,5091d3e6718120cea20abafd666b9d96,"Songs Cycled is the seventh studio album, released on Bella Union in what year, by Van Dyke Parks, an American composer, arranger, record producer, multi-instrumentalist, singer, songwriter, and actor?", 	2013.,['2013'],"['36b09c128ea21337a793cc054ee68e6c', '8a5b01efd0bb0132cd2862fe5afcbcad']"
1000,aae7ecd0bbebfec4924a2357aabc48fe,who plays red queen alice in wonderland 2010, ursula.,['Bonham Carter'],['6a3de0921d358fa044a6b0b5634f8520']
1001,a3256eb3d5cf7992dfa86cb59e0ac3b4,did england play the 2014 fifa world cup, 	Yes.,['yes'],['48b6f571536e59efce9a9432bee0418b']
1002,fa36fe3ead3753ed1c1e0b49ce6b2a87,where was sycorax banished from before she came to the island, 	Algiers.,['Algiers'],['9ec0e6f40a39dd212244b0af605c302e']
1003,88c7edebcc8bc095fb48f2f543ee1dfc,Jesse Shatkin worked on which 2014 Sia track?," 	""Chandelier""",['Chandelier'],"['51da9eb5dde81f7fa017969ee0b115dc', '1d379dcc3a80d9c4ab941ca8604c532a']"
1004,85d2a1f046a3fb381792a7d4dc114be8,Dean Hood is the former head football coach at a university that is a regional comprehensive institution located in what city in Kentucky?," 	Richmond, Kentucky.",['Richmond'],"['290e77ff3eb43fbcc1daa80b8915d7f6', '4a47d7d91d26496b5d4bddf77ebe1fdc']"
1005,85dcc5fae363f35acb86a9891148929c,"Both the movie Pippi on the Run and the character Pippi Longstocking , are based on books by what author?", 	Astrid Lindgren.,['Astrid Lindgren'],"['949941f4de997324cf92175be0958722', '8f8e13d35eed9dfe56eaaa0a31d6d2c6']"
1006,5eb2f52126cee36c71138541cabc500c,"The artist best known for her 1975 song ""Poetry Man"" contributed to the 2nd solo album mby which former member ofParliament-Funkadelic? ", 	Phoebe Snow.,['Bernie Worrell'],"['44247f5b0d1e2b447710c2a4be6efd23', 'd0edf3cabecc4686409aa7d6f776c335']"
1007,d6c4713ca0ddad7d9c5ad8a748ff4ce6,Who did the New York Giants lose to in the NFC wild card game in the 83rd regular season of the National Football League?, 	San Francisco 49ers.,['San Francisco'],"['e80a5601f481d5926690a55137ade6cb', '7f853e784d0dace81c62bf623e4b1302']"
1008,153dfceffb746d89e6674d3cec9240d3,what's the name of the prison in san francisco, 	Alcatraz.,['Alcatraz'],['0c77894c28cb0e39ce3558d5d043afa3']
1009,811f1f4190d4bdde6f69b27a4893a53f,who sang i was made for loving you, 	Kiss.,['Kiss'],['b019834c8bdc9fe0c6f8ad09a08cd867']
1010,81cbaffc075ffd7f39c40ce4e6588173,which large australian bird lays big green eggs, 	Emu.,['emu'],['2bf2d057230bf884529346721c400884']
1011,8a1603de77ec61ade9f3890f5b543790,where was tyler perry's good deeds filmed,"  Atlanta, Georgia.",['Principal photography took place in Atlanta'],['6bda7240428761e1f5d69aefcc6bd24a']
1012,2b745ff8aa00b90b06ff008120c82b5b,when did labour come to power in the 90, 	1997.,['1997'],['1c62a282d62483361939d423a2f06f38']
1013,af443ed85112e5a3656ce75dd9f376ac,during the 2011 Major League Baseball draft the Pittsburgh Pirates selected what pitcher that attended the University of California?, 	Gerrit Cole.,['Gerrit Cole'],"['519cb020e6125c1d86603adac99c6921', '962d866e92331a93df75707cb1f9c591']"
1014,4d9b077d0e0af02350106ef738c5ea8e,why did snape call himself the half blood prince, 	Snape was the half blood son of Tobias Snape and Eileen Prince.,['being the half-blood son of Muggle Tobias Snape and pure-blood Eileen Prince'],['8f20d2d8fbf4b9583c811e756a358dbf']
1015,16db0b1e30934e4c5a7acb33d0274b5e,writer of the textbook fantastic beasts and where to find them, 	Newt Scamander.,['Newt Scamander'],['800c2f54328e963bfbf4773211c69951']
1016,20c9ac7454aebe7f3b29b3aad7a0063b,"What show that featured the actors who acted in ""Sonny with a Chance"", besides Demi Lovato did Zack Martin (played by Dylan Sprouse) have a cross-over episode with? ", 	That's So Raven.,['So Random!'],"['c8f6e02f85a728251cf9cc4f3708fc29', 'f8bbe305896c4dcace37c5395418c7f2']"
1017,7a2be27f89df73aeb59083c75e9737a4,"The Sears–Ferris House, in Carson City, Nevada, is a historic house built in which year, it was owned from 1868 to 1890 by George Washington Gale Ferris Sr., father of George Washington Gale Ferris Jr., he was an American engineer?", 	1863.,['1863'],"['d90d145c3cf69317991561587163640e', '0f38384848d07dbc49854a49008dfde6']"
1018,48b4acd888a473702f67eb6e1d534e75,"The actor, who plays Balrog in ""Street Fighter: The Legend of Chun-Li"" is best known for his breakout role in which movie?", 	The Green Mile.,['The Green Mile'],"['338e34fff98e430cd62babe7cbfad98c', '958c6e57a44650ae765fe3dd45311eb9']"
1019,9c7b7416bff804dd850bfd1c14f974c1,who killed fergus in once upon a time, ursula.,['Arthur'],['ebbd8f4f263777982b8dbef612b60d3c']
1020,3f39dfa89e51f36db14301b36967b1c5,when does antony die in antony and cleopatra," 	in act 4, scene 2.",['Act IV'],['a5ec14b2434686e818b1aa9f4074f28c']
1021,4d3333849c137038a60d580c031d5c3e,where is port au prince located in haiti, 	Gulf of Gonave.,['on the Gulf of Gonâve'],['da31526b57ddcd9d0c01130adc837c81']
1022,54d4ccce4b3ac1c7d7fc180c4dbaf1b7,What mountain range is Area 51 located in?, 	Groom Range.,['Groom Range'],"['d1034a8e66916396ce17846b8a19ff9f', '048c0fc91597d4d73fb61f92c3ebd04d']"
1023,a0777be7da4a0f45746315741f78acfe,who do you play as in metal gear solid v the phantom pain, 	Snake.,"['Punished ""Venom"" Snake']",['6834c8227f6ff31ab5c8f9618626e6e4']
1024,078902868169260b5751e9fc2aea401a,who does tom marry in parks and rec, ursula.,['Lucy'],['e94d889a2aca56cb8a2557643252ddee']
1025,089353067f869e7cb20f8e2da38d0d93,The first Capcom Pro Tour was co-sponsored by a live streaming video platform owned by a subsidary of who?, 	Amazon.com.,['Amazon.com'],"['c0a46aede41fe30b1df6dda5ce1a777c', 'b6f678c78345aa7dc0d9b10117e91a40']"
1026,11afbd722d8464c5668de2087988f0d4,"Which single by The Doors was a number one hit on the ""Billboards"" Hot 100 chart and was released in the same year as ""The Crystal Ship""?"," 	""Light My Fire""",['Light My Fire'],"['f6fb1bed7e9e5ece42e142f1219a5978', '0d5886ece8dcc0be49f8c5b9102f5f14']"
1027,448b3096748b7c1e9e564ee2b2387cae,"Beneath the Dark is an American mystery-thriller film, released in which year, directed by Chad Feehan, and starring Chris Browning is an American television and film actor, known for character roles, specializing in more tough and rugged types?", 	2010.,['2010'],"['280df87039ec8df73539affcd05c3faa', '08e00a834c64693ae79d584e2e6a8f0f']"
1028,56f93603f05aefbbea86638e5d9f3982,is truth or dare movie based on a true story, 	Q is truth or dare movie based on a true story.,['no'],['0c1bc39f99979b90393fb59a4ee4729c']
1029,b87094ab3f0e71cff8ab3d92bd775fe7,when does the truth or dare movie come out," 	April 13, 2018.","['April 13, 2018']",['8840ca7a8d45da1676806966f81177d9']
1030,eeb0a95cb2b629bc3bac73ac47c15823,is university of oxford the same as oxford university," 	No, university of oxford is not the same as oxford university.",['yes'],['0b28fc5f861d03c326d4828622401fbb']
1031,2e6cb7ea3c45b4f94eea9c48db40eacd,"What album with a free digital down load of ""Flash Delirium"" given away on the bands official website,  marks a departure from the synthpop style that first brought the band acclaim on their debut studio album ""Oracular Spectacular""?", 	Congratulations.,['Congratulations'],"['58eccc75ab9443be9fec07ed0d5d9d4b', 'fc65a9bdac0af3f7167f42ea364afd2e']"
1032,4a0f5cfcf549ffe3a7c6d6dcbddcaa5e,what did the european export from the caribbean," 	Sugar, rum, and molasses.","['sugar', 'rum', 'molasses']","['3017d0196e3bb189778be3243c0f3143', '3017d0196e3bb189778be3243c0f3143', '3017d0196e3bb189778be3243c0f3143']"
1033,6f3dcd421b0af9e382708e2eb666eb29,"This American comedy film starred Steve Martin, Diane Keaton and a Canadian-American actor who won what award in 1999?", 	Tony Award.,['Tony Award'],"['c1aa8a14df71e0ab890e8e31ae41876b', 'cfccc14d1eddc05da0c095b0958d4836']"
1034,c6917056eeaff7898a3877846155f7ec,"The electronic game of memory skill, Simon, was launched in 1978 at what former nightclub that is currently a Broadway theatre?", 	Studio 54.,['Studio 54'],"['ab7ea46ced4ec379c40ca876462089f1', '036b91ff9a987dd000b771745bb4f6a3']"
1035,5463c2a5fd799f674806d39adf70906e,who has played fiyero in wicked on broadway, 	Kirk McDonald.,['Norbert Leo Butz'],['b99ecb8163ce058d3a66a8a7df3c294a']
1036,f6a3e260db57d05b44da5af469297ac1,is back to the future at universal studios, 	Yes.,['no'],['6dcc8531b196cbfa54696036aa675056']
1037,d640a942bf18b9481ad4f999db73b16d,who played the bear jew in inglourious basterds, ursula andress.,['Eli Raphael Roth'],['9ece197fa784a32a1766bd62069d32d0']
1038,461c37ce7f60d40faacdbf66565cac73,sofia the first why is she a princess, 	Miranda marries King Roland II of Enchantia.,"['her mother, Miranda, marries King Roland II of Enchantia']",['6bb31a475a5b62e2d09d6721ddc7e4d8']
1039,bb85d72346b103fd3a41cf43fc9c4d2e,"The Astoria Stakes is a race for two-year-old Thoroughbred fillies that is run at what facility that first opened on May 4, 1905?", 	Belmont Park.,['Belmont Park'],"['2be8c77f05695e7372b6465a05895ac8', '05436fbcda16279da8b51b6ccdec5cc8']"
1040,30b210f40a1a8ef43170149dff7a18bc,is a pinky a finger yes or no," 	No, pinky is not a finger.",['yes'],['f94c9c206da0bcfe46d27debe52a6937']
1041,30cf5a2900f138e72a6f04a425aa3702,The Purcell Operatic Society was a company devoted to the works of which composer of Baroque-style music?, 	Henry Purcell.,['Henry Purcell'],"['4915cec3eb1ffc1a672bf99dd618f0d3', '659b1c14449b2979bd078be961c0b095']"
1042,c45ae846b7a1c581ec05864cf67e7275,what are the 7 deadly sins in bible," 	Pride, Greed, Lust, Envy, Gluttony, Wrath and Sloth.","['pride', 'lust', 'wrath', 'sloth', 'gluttony', 'envy', 'greed']","['9ac280788538bdd87a6f9c2c272c7b5d', '9ac280788538bdd87a6f9c2c272c7b5d', '9ac280788538bdd87a6f9c2c272c7b5d', '9ac280788538bdd87a6f9c2c272c7b5d', '9ac280788538bdd87a6f9c2c272c7b5d', '9ac280788538bdd87a6f9c2c272c7b5d', '9ac280788538bdd87a6f9c2c272c7b5d']"
1043,3618144faef469bd290b10a403148fa2,What is the role played by Mikel Arteta and Brian Kidd in Manchester City?, 	Co-assistant coach.,['co-assistant coach'],"['e5e8df0a440c13af103e2542c2e7f6ac', 'f8fc3a7081fcf57bd59fce49f74a1eac']"
1044,026b58ae5765cc6de00a596db53a0482,all time top scorer for france national team, ithierry henry.,['Thierry Henry'],['0cbf5629968df6e987f0f4ea194837ef']
1045,0aae4a639f04fb692bc7d482c8e5206c,when did mine that bird win the kentucky derby, 	2009.,['2009'],['ff2a807bcea4513a88b7c851ef6a1198']
1046,e47eeb954fb5decbacaafa757495984e," ""There's a Great Big Beautiful Tomorrow"" is the theme song to two Disney attractions, Innoventions at Disneyland and Walt Disney's Carousel of Progress created for what?", 	Walt Disney World.,"[""1964 New York World's Fair""]","['af7713f18b8d6eeacafacf158df34f6b', '5cea99ce99bf7bbb09c036adfabda6d9']"
1047,eb75354067cf865f03c246019c55b59d,when did indiana jones ride open at disneyland," 	March 3, 1995.","['March 4, 1995']",['e7898daef5cdf89cf5ca4ad45552a332']
1048,e77018169f518cbde0961c569e486711,"Biteback Publishing is a British publisher concentrating on political titles, he has published several of Michael Ashcroft's books including ""Call Me Dave"", his controversial 2015 biography of David Cameron, David William Donald Cameron (born 9 October 1966) is a British politician who was Prime Minister of the United Kingdom from 2010 to 2016, and Leader of the Conservative Party from 2005 to which year?", 	2016.,['2016'],"['9b0d9c0ca65baec191b33847b03677c8', 'bdf924f6e6b38278c9f1ef30cbf906c7']"
1049,d256908294a66f8b3a7ba700e126d104,when is the new season of daredevil coming out, 	2018,['2018'],['f42855851c69d3548febeff4ff4259c5']
1050,1d85b5732083b76f0d859734f034760a,what is the method of execution in china, 	Lethal injection.,"['shooting', 'lethal injection']","['674abc3b96a7bf8e4a2fa3921f493348', '674abc3b96a7bf8e4a2fa3921f493348']"
1051,9f268e4e4343243140876f296524aacc,when is season 9 of charmed coming out," 	July 21, 2010.",['June 2010'],['ec21e416ede6dd6a4587000fc02d74aa']
1052,4ad9062e57a7cadf80e9a6ff7eeca18c,What regional sports network is run by Ahmad D. Brooks' alma mater?, 	The Longhorn Network.,['The Longhorn Network'],"['33b8b19181ebfbdcc427f34faed3284b', '6fd320006c9c12454db51635f38afe67']"
1053,29804ba9c858bf1e7ec9202f220351c2,"Mary Elizabeth McGlynn, a voice actress and singer-songwriter, has contributed to what 2006 horror film which is adapted off of Konami's popular game series?", 	Silent Hill.,['Silent Hill'],"['b014b8ca3c8ee543b655c29747cc6090', '018e4cf2cf4865b5b35a321f7e6ec655']"
1054,d50de8424b7f89e98d4cf57702cc1289,What is the title of the live album released by Capitol Records in 1977 that was followed by Live at the BBC as the first official release by the same band of previously unrecorded performances?, 	The Beatles at the Hollywood Bowl.,['The Beatles at the Hollywood Bowl'],"['a9e045b31408e450ff9f95ec121dcf1f', 'd1c1fa56335e87f4a63514957d555025']"
1055,035bb3dca296a0e5e02926980c9bf87c,The former leader of the National Patriotic Front of Liberia Tom Woewiyu worked with this former former President of Liberia who resigned in which year? , 	2003.,['2003'],"['82363f1b3cb2ea563919d32e5ce1c4df', '4df6b2c4a3d95d7f3ff6678077ab0b5a']"
1056,52d6b565ba3bfe4c426be941270e76a9,"Who won 1st place in the 200m dash at 2007 World Championships in Osaka, beating Rodney Martin?", 	Wallace Spearmon Jr.,['Tyson Gay'],"['c4b23d27923c43ea9ac38cb9ac9c87d0', '01665bc0b208b4c8d8dc2eb94399875f']"
1057,aad65bfc4109a325b6fb1d42f847d6eb,do they still make king of the hill, 	Yes they do.,['no'],['d43e92443fc8717d3e9d020d7260551f']
1058,34640e2e401944738016c813441a12b3,"In which state of America will you find the Berlin Historic District which encompasses the ghost town of Berlin established as part of the Union Mining District and Berlin–Ichthyosaur State Park, a recreation area and historic preserve that protects ichthyosaur fossils and the ghost town?", 	Nevada.,['Nevada'],"['799bb453744e5ac551568696976ade4c', 'ae31c445b993d7ef6e9c503711bb77eb']"
1059,01ce71cf8a973375e6914581126078ac,"Jonah Anthony Bolden, is an Australian professional basketball player for Maccabi Tel Aviv, is a professional basketball club based in Tel Aviv, in which country?", 	Israel.,['Israel'],"['ca37a1ed893524f2fce7fae9e48cee5c', 'c293b8d96f7e24fdc132ca975d62cdd8']"
1060,dfc245ec435a87f37bdaee31203cc047, Live at Winterland '68 is an album by an American rock singer who died of a neroin overdoase at what age?, 	27.,['27'],"['3d360ef68249a83896564ba295ec6e3c', '96405b99d0dcc57f2f1f3d16639202c1']"
1061,0964e81cc1919b2bfcecc9dc976d93ec,"What is the name of the Taylor Swift song which was number-one single on the ""Billboard"" Hot Country Songs chart and the album peaked at number five on the ""Bllboard 200"" ?"," 	""Should've Said No""","[""Should've Said No""]","['55f0febabe833e9a2d21e8727d46f0bd', 'db4d2ba6497d66248a8863f26d6b6217']"
1062,f9220c6041ae76646d42544071a77910,where does the president's helicopter land at the white house, 	south lawn.,['The south lawn'],['d39c8ce813882ad9bd3c8edf3f6f706b']
1063,d9a37a07151af46792d0321ef56e8b10,"What South Korean singer-songwriter, actor, writer, and fashion designer, was in the rock band F.T. Island that released their 5th album The Mood?", 李弘基.,['Lee Hong-gi'],"['9ab4c40879b07e5bea93d2766d492e01', '430d8c8c9d33ae2836c0effabec9cbc6']"
1064,0dc85c08f212221bf524cfba76e4b251,Young Frankenstein included the actress and comedian who has won how many Primetime Emmy Awards over her 7-decade career?, 	8.,['eight'],"['deac97c477b824d806a31f6d3d1f9b86', '188845a3cb0bbb6b44669a820b8702af']"
1065,551d3fb9a01ec45e095368187ea3ca88,who plays erica hahn on grey's anatomy, 	Brooke Smith.,['Brooke Smith'],['cfa2cf1ee022ce617fc05976bb6346a9']
1066,97bdff01150a863249be7221c4fa8315,who is the original singer of somewhere only we know,..........................,['Keane'],['c20d8229b26c7591a6297459f3ecdb9e']
1067,3782e97a7e51cd73d40653699525a16b,"HMS ""Florentina"", was the Spanish frigate ""Santa Florentina"", built in 1786 at Cartagena, Spain, she served in the Mediterranean until she returned to Britain in which year, after the Treaty of Amiens?", 	1802.,['1802'],"['02e26364c0cdc394f32449e05dc0c203', '2988349e148110c668ad92e1eb5459fb']"
1068,26c045714567d0d79f93206e54a0bc50,who wrote the screenplay for the black panther movie, 	Joe Robert Cole.,"['Joe Robert Cole', 'Ryan Coogler']","['9e0aff16065ca82e4da3d91f72dcb075', '9e0aff16065ca82e4da3d91f72dcb075']"
1069,29c69668f470c2b6cf572b2d6261f9a0,"Which Beatles album begins with two songs that were released together as a single, including the first single A-side written by George Harrison?", 	Abbey Road.,['Abbey Road'],"['ab4c2f10a9590753afdc7e563029c7c1', '1be6a644375d1978f79cef551600e499']"
1070,0253877359e78409041180ef2c2c2c9b,who played darth vader in return of jedi, ian mcdiarmid.,['Shaw'],['a7232b4fff11a1d215019b44b0b7788a']
1071,7785d7665638809baab107e51ec26e05,list of countries trying to join the eu," 	Turkey, Macedonia, Montenegro, Albania and Serbia.","['Kosovo', 'Albania', 'Macedonia', 'Montenegro', 'Serbia', 'Turkey', 'Bosnia and Herzegovina']","['14e151eba245e50f0eb5c68aa9effd5e', '14e151eba245e50f0eb5c68aa9effd5e', '14e151eba245e50f0eb5c68aa9effd5e', '14e151eba245e50f0eb5c68aa9effd5e', '14e151eba245e50f0eb5c68aa9effd5e', '14e151eba245e50f0eb5c68aa9effd5e', '14e151eba245e50f0eb5c68aa9effd5e']"
1072,d579841142ec52ca5ed6b765eaad8f7c,who plays earl's brother in my name is earl, 	Ethan Suplee.,['Ethan Suplee'],['f579a8148ddf6d28336eb1a57c61366a']
1073,279a63ab6e37bf8549bc1b0102dee4ed,who was responsible for the heliocentric theory that stated the earth revolved around the sun, 	Nicolaus Copernicus.,['Nicolaus Copernicus'],['ef7a51de6c2a5de67cfe34ac6251bc3d']
1074,b92bc740cf44bf5ca000e96daefd3b86,Point of No Return is a 30-episode drama that saw the on screen couple of Charmaine Sheh and a Hong Kong singer known for his role as Chi-Kin from what 1996 drama?, 西關大少.,['Cold Blood Warm Heart'],"['d10ec84256978d4c4b7350d73fb740a8', '887fa39ca037abf87d83f6eb9f758450']"
1075,78e68827155ce18ebb61f759c7855bc9,who plays greg heffley in diary of a wimpy kid, 	Zachary Gordon.,['Zachary Adam Gordon'],['0e2f038a5e75936fd51c88a130cff713']
1076,97f93f1ea61b8f67bcf26fee22aa2982,what is the cost of an airbus a380, 	$432.6 million.,['US$432.6 million'],['3c9e7e4b411a01e30249091530703b7e']
1077,7df8b8f6ad59e842f361b9c9dcd35742,does better call saul take place after breaking bad," 	No, Better Call Saul takes place before Breaking Bad.",['no'],['972599b05d4c3ad64a6b73a84cddc568']
1078,51160d2ade04cb76f6bb14f2721fba8a,how many seasons was breaking bad on tv, 	5 seasons.,['five'],['37e8a63ffec276a8fa457d9e5531ec0d']
1079,c5420bce0cfa97c297990f3945e0479d,is the woolpack in emmerdale a real pub," 	Yes, it is a real pub.",['no'],['62cdc08fcf4cc3a6b281b7a5a2188b71']
1080,ffb253e8d1c91b3225f986a5d2d84ab7,who was chris tate's wife in emmerdale farm, 	Charity Dingle.,"['Rachel Hughes', 'Charity Dingle']","['856338d13ba39931ca07291d384f12d9', '856338d13ba39931ca07291d384f12d9']"
1081,12857969c9a01571269b5bd3fc7b47b5,"Who was a judge on America's Most Talented Kids who also starred in the 2004 computer-animated Christmas film, The Polar Express?", 	Daryl Sabara.,['Daryl Sabara'],"['0d53c9bb542770f272dba9d6c673e47c', '693b7f6dcb550ce82a8c5870dcc7efa9']"
1082,3c686f55864cf4cb8b14470093ba213c,polar express how many characters did tom hanks play, 	6.,['six'],['238e9e0cd5bc324c86f3cc0e341126ce']
1083,99324926ab28bc0df4f51601b799b79e,"The 2012 Military Bowl presented by Northrop Grumman, an American global aerospace and defense technology company formed by Northrop's purchase of Grumman, in which year?", 	2012.,['1994'],"['eb7d2f0b9ae3a07f321111f32cde179b', '94b4e40499d0ba5bdbd25e1d56e16606']"
1084,ae8da3c9677643195c1a63b0650f0ae9,is jamie on malcolm in the middle a boy or girl, 	boy.,['boy'],['0d87239dc5bc9ac6257e5b9f31fe8c47']
